"business_name","business_type","post","rating","scores","date","local_authority"
"Bon Appetit","Takeaway/sandwich shop","NE34 9BD","5","550","2015-08-04","South Tyneside"
"Bon Appetit Cafe Deli & Gifts","Restaurant/Cafe/Canteen","SR6 7PG","4","5510","2017-01-26","South Tyneside"
"Bonbon CandyCart","Mobile caterer",NA,"5","000","2016-03-21","South Tyneside"
"Boots Pharmacy","Retailers - other","NE34 7LZ","Exempt","","2014-02-19","South Tyneside"
"Boots The Chemist Ltd","Retailers - other","NE31 1LE","Exempt","","2016-07-25","South Tyneside"
"Boots The Chemist Ltd","Retailers - other","NE32 3LN","Exempt","","2016-02-05","South Tyneside"
"Boots The Chemist Ltd","Retailers - other","NE33 1DH","Exempt","","2015-02-05","South Tyneside"
"Booze N Food","Retailers - other","NE32 5ER","2","15510","2015-03-17","South Tyneside"
"Boustead Chemist","Retailers - other","NE32 5AF","Exempt","","2017-01-25","South Tyneside"
"Breakfast /After School Club","Hospitals/Childcare/Caring Premises","NE36 0DL","5","005","2017-01-16","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE32 5UP","5","550","2016-11-04","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE32 4XA","5","005","2016-11-18","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE34 6PF","5","000","2014-10-01","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE31 2QU","5","000","2016-10-13","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE35 9JB","5","000","2014-02-11","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE32 4QF","5","500","2017-01-20","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE34 0TS","5","000","2017-01-16","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE32 5UW","5","005","2017-05-23","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE33 2RD","5","550","2016-11-04","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","SR6 7HJ","5","055","2016-03-23","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE32 3AJ","5","000","2016-04-12","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE31 2BP","5","005","2015-11-13","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","NE31 1HT","5","555","2016-10-21","South Tyneside"
"Breakfast Club","Hospitals/Childcare/Caring Premises","SR6 7NS","5","005","2017-03-10","South Tyneside"
"Breakfast Club St Aloysius Infants","Hospitals/Childcare/Caring Premises","NE31 1RZ","5","000","2016-09-23","South Tyneside"
"Brigham & Cowan Social Club","Pub/bar/nightclub","NE33 2DL","5","555","2014-10-21","South Tyneside"
"Bright Sparkz","Hospitals/Childcare/Caring Premises","NE34 6DZ","5","555","2016-10-12","South Tyneside"
"Brinkburn Community Assoc","Other catering premises","NE34 0PJ","4","5010","2016-08-05","South Tyneside"
"Britannia Guest House","Hotel/bed & breakfast/guest house","NE33 2EW","4","5510","2015-02-25","South Tyneside"
"Brown and Vaughan","Retailers - other","NE31 2JT","5","555","2016-08-23","South Tyneside"
"Burger Grill","Mobile caterer","NE32 5JA","3","51010","2017-02-06","South Tyneside"
"Burger King","Restaurant/Cafe/Canteen","NE10 8YB","5","555","2016-02-02","South Tyneside"
"Burger King","Restaurant/Cafe/Canteen","NE34 9QD","4","5510","2016-03-08","South Tyneside"
"Busy Bees Day Nursery","School/college/university","SR6 7PG","5","000","2016-08-17","South Tyneside"
"Buzzers","Pub/bar/nightclub","NE33 4NL","3","10510","2015-03-27","South Tyneside"
"C J's Premier Convenience","Retailers - other","NE32 5QT","5","005","2016-02-05","South Tyneside"
"Cafe @ the Word","Restaurant/Cafe/Canteen","NE33 IJF","4","0510","2016-11-16","South Tyneside"
"Cafe at the House","Restaurant/Cafe/Canteen","NE33 4JD","4","01010","2016-01-15","South Tyneside"
"Cafe Bar 33","Restaurant/Cafe/Canteen","NE33 2RL","4","1005","2015-12-02","South Tyneside"
"Cafe Direct","Restaurant/Cafe/Canteen","NE33 1QX","5","550","2015-04-15","South Tyneside"
"Cafe India","Restaurant/Cafe/Canteen","NE33 2JQ","4","5510","2015-12-21","South Tyneside"
"Cafe L","Restaurant/Cafe/Canteen","NE31 1LE","5","555","2016-08-17","South Tyneside"
"Cafe Meo","Restaurant/Cafe/Canteen","NE32 3DP","5","000","2016-03-08","South Tyneside"
"Cafe Nero plc","Restaurant/Cafe/Canteen","NE33 1DA","5","550","2017-01-31","South Tyneside"
"Cafe Ross","Restaurant/Cafe/Canteen","NE33 1HL","5","505","2016-12-21","South Tyneside"
"Cafe Westoe","Restaurant/Cafe/Canteen","NE33 4DZ","5","555","2017-01-27","South Tyneside"
"Cafe2u","Mobile caterer","NE35 9NH","5","505","2017-02-14","South Tyneside"
"Cafebar One","Restaurant/Cafe/Canteen","NE35 9PF","4","5105","2017-02-27","South Tyneside"
"Caffe Di Bella","Restaurant/Cafe/Canteen","NE34 7LZ","5","555","2015-11-30","South Tyneside"
"Caffe Mio","Restaurant/Cafe/Canteen","NE34 6RB","4","1055","2016-11-24","South Tyneside"
"Cake It","Other catering premises",NA,"5","055","2015-02-02","South Tyneside"
"Cake on a Stick","Restaurant/Cafe/Canteen",NA,"5","050","2016-08-23","South Tyneside"
"Cake This and Cake That","Other catering premises",NA,"5","000","2016-06-23","South Tyneside"
"Campbells","Mobile caterer","NE34 6QY","5","555","2016-03-09","South Tyneside"
"Campbell's Fruit & Vegetables","Retailers - other","NE34 8PL","5","055","2016-07-06","South Tyneside"
"Can Can Bar","Pub/bar/nightclub","NE33 2JD","5","005","2016-06-21","South Tyneside"
"Candy Apple Bakery","Other catering premises",NA,"5","555","2017-05-23","South Tyneside"
"Candy Creationz","Other catering premises",NA,"5","000","2016-12-14","South Tyneside"
"Candy Floss Kiosk","Mobile caterer","NE33 2LD","5","555","2012-03-28","South Tyneside"
"Canny Ket","Mobile caterer","NE31 2EU","5","555","2015-11-09","South Tyneside"
"Cappuccino Kids","Restaurant/Cafe/Canteen","NE33 3PE","5","000","2017-01-13","South Tyneside"
"CARD FACTORY","Retailers - other","NE32 3LW","5","555","2012-09-18","South Tyneside"
"Card Factory","Retailers - other","NE34 7LZ","5","055","2015-03-16","South Tyneside"
"Card Factory","Retailers - other","NE33 1HZ","5","000","2012-07-10","South Tyneside"
"Carillion at South Shields Community","School/college/university","NE34 8BT","4","5010","2016-11-23","South Tyneside"
"Carls Carvery","Restaurant/Cafe/Canteen","NE34 068","5","505","2017-03-09","South Tyneside"
"Cart N Candy","Retailers - other",NA,"5","555","2015-03-23","South Tyneside"
"Catering Academy At Boldon Comp","Other catering premises","NE35 9DZ","4","5510","2015-11-10","South Tyneside"
"Cha Cha's","Takeaway/sandwich shop","NE33 4AQ","3","101010","2016-03-09","South Tyneside"
"Champion Fruit & Veg","Retailers - other","NE33 2LR","2","101510","2015-03-12","South Tyneside"
"Charco Grill","Takeaway/sandwich shop","NE33 1PZ","2","10155","2016-08-16","South Tyneside"
"Charles Young Centre","Other catering premises","NE34 0QJ","5","555","2016-08-08","South Tyneside"
"Charlestons Coffee House","Restaurant/Cafe/Canteen","NE33 1TS","5","555","2016-09-02","South Tyneside"
"Chaska grill da","Takeaway/sandwich shop","NE33 5EA","2","15510","2015-09-22","South Tyneside"
"Cheeky Diner","Mobile caterer","NE33 2JZ","5","555","2016-07-29","South Tyneside"
"Cherri Cakes","Other catering premises",NA,"5","050","2014-10-29","South Tyneside"
"Cherry Blossom Cakes","Other catering premises",NA,"4","0010","2015-06-04","South Tyneside"
"Cheviot Court","Hospitals/Childcare/Caring Premises","NE34 6RF","5","000","2016-05-03","South Tyneside"
"Chichester Court Care Home","Hospitals/Childcare/Caring Premises","NE33 4HE","5","555","2017-02-06","South Tyneside"
"Chichester Metro Newsagents","Retailers - other","NE33 5LD","2","51510","2016-06-02","South Tyneside"
"Chichester News","Retailers - other","NE33 4BA","Exempt","","2016-03-04","South Tyneside"
"China Cook","Takeaway/sandwich shop","NE33 3PF","4","5510","2015-05-12","South Tyneside"
"Chisholm Bookmakers Ltd","Retailers - other","NE34 9NG","5","555","2014-10-30","South Tyneside"
"Christina Sewell","Other catering premises",NA,"4","5510","2016-01-11","South Tyneside"
"Chuter Ede Community Association","Other catering premises","NE34 9UG","4","5010","2016-06-14","South Tyneside"
"Cinder Path","Restaurant/Cafe/Canteen","NE34 9PU","5","555","2015-01-29","South Tyneside"
"Cineworld","Other catering premises","NE35 9PB","5","000","2016-08-05","South Tyneside"
"Claire's Candys","Mobile caterer",NA,"5","005","2014-08-14","South Tyneside"
"Clara Bakes","Restaurant/Cafe/Canteen",NA,"5","555","2016-05-18","South Tyneside"
"Clasper Court Sheltered Accomodation","Hospitals/Childcare/Caring Premises","NE33 1LN","5","555","2016-10-11","South Tyneside"
"Cleadon Antiques and Gifts","Retailers - other","SR6 7PG","Exempt","","2016-03-22","South Tyneside"
"Cleadon Park Pharmacy","Retailers - other","NE34 8PS","Exempt","","2014-02-26","South Tyneside"
"Cleadon Social Club","Pub/bar/nightclub","NE34 7DQ","4","5105","2011-09-21","South Tyneside"
"Cleadon Tower Nursery School","Hospitals/Childcare/Caring Premises","NE34 8ED","5","005","2017-03-15","South Tyneside"
"Cleadon Village Junior School","School/college/university","SR6 7RP","5","550","2015-11-03","South Tyneside"
"Clegwell Community Assoc","Other catering premises","NE31 2QT","4","10100","2014-11-19","South Tyneside"
"CLERVAUX NURSERY SCHOOL","Hospitals/Childcare/Caring Premises","NE32 5UP","5","505","2017-04-03","South Tyneside"
"Clover and Wolf","Pub/bar/nightclub","NE33 2DL","4","1055","2015-07-30","South Tyneside"
"Club Del Mar","Pub/bar/nightclub","NE33 2HZ","5","005","2017-02-03","South Tyneside"
"Club Retro","Pub/bar/nightclub","NE33 1TA","2","01510","2016-07-15","South Tyneside"
"Cock Crow Inn","Pub/bar/nightclub","NE31 2EY","5","055","2016-01-26","South Tyneside"
"Cockleshell Cookies","Other catering premises",NA,"5","500","2016-12-16","South Tyneside"
"Cocojambo Espresso Bar (Mobile)","Mobile caterer","NE32 3PT","5","555","2012-07-17","South Tyneside"
"Coffee Bar","Restaurant/Cafe/Canteen","NE33 5QX","5","005","2015-03-27","South Tyneside"
"Coffee Station","Other catering premises","NE36 0LJ","4","0105","2015-07-21","South Tyneside"
"Coffee Stop","Restaurant/Cafe/Canteen","NE32 3JA","5","555","2015-07-31","South Tyneside"
"Colliery Club Limited","Pub/bar/nightclub","NE31 1SW","4","5510","2015-02-06","South Tyneside"
"Colliery Corner","Retailers - other","NE35 9HS","5","055","2015-01-09","South Tyneside"
"Colmans of South Shields","Restaurant/Cafe/Canteen","NE33 2JQ","5","050","2016-01-15","South Tyneside"
"Combined Touch CIC","Restaurant/Cafe/Canteen","NE34 7HE","5","005","2016-11-25","South Tyneside"
"Comfort House","Hotel/bed & breakfast/guest house","NE33 2JL","5","000","2015-01-21","South Tyneside"
"Community Corner","Retailers - other","NE32 4BB","5","555","2016-03-10","South Tyneside"
"Conifer Lodge","Hospitals/Childcare/Caring Premises","NE34 7SA","5","000","2014-03-24","South Tyneside"
"Cooler Cakes","Other catering premises",NA,"5","555","2015-07-02","South Tyneside"
"CO-OP Late Shop","Retailers - supermarkets/hypermarkets","NE33 4AQ","5","555","2017-05-23","South Tyneside"
"Cooplands","Retailers - other","NE32 3LN","5","505","2015-09-15","South Tyneside"
"Cost Cutter","Retailers - other","NE34 9SY","3","51010","2016-04-27","South Tyneside"
"Costa Coffee","Restaurant/Cafe/Canteen","NE33 1LX","5","000","2015-12-15","South Tyneside"
"Costcutter","Retailers - other","NE33 4QX","4","5510","2015-02-04","South Tyneside"
"Costcutter","Retailers - other","NE34 8ND","4","0510","2015-03-04","South Tyneside"
"Craft Mix","Other catering premises",NA,"5","000","2016-10-05","South Tyneside"
"Crawford's Newsagents","Retailers - other","NE33 2AZ","4","5510","2016-01-15","South Tyneside"
"Crazy Golf Kiosk","Takeaway/sandwich shop","NE33 2LD","5","555","2014-07-29","South Tyneside"
"Creme de la Creme","Restaurant/Cafe/Canteen","NE33 2JF","3","101010","2016-05-12","South Tyneside"
"Crispy Chicken","Takeaway/sandwich shop","NE33 4TA","4","5510","2016-09-20","South Tyneside"
"Croux Cafe Ltd","Other catering premises","NE32 3ST","5","555","2014-11-07","South Tyneside"
"Crown Bingo","Restaurant/Cafe/Canteen","NE34 0AG","4","5105","2017-02-09","South Tyneside"
"CUPCAKE & CO","Other catering premises",NA,"5","055","2016-02-12","South Tyneside"
"Cupcake Corner","Other catering premises","NE36 0QQ","5","005","2013-11-20","South Tyneside"
"D & W Lee & Family Ltd","Manufacturers/packers","NE33 4RB","5","050","2016-10-20","South Tyneside"
"D J Ices","Retailers - other",NA,"5","555","2014-08-13","South Tyneside"
"D L Carter & Son Ltd Chemist","Retailers - other","NE33 1PZ","Exempt","","2016-06-03","South Tyneside"
"Daily Bargains","Retailers - other","NE33 1DA","5","055","2017-01-24","South Tyneside"
"Daizy's Kitchen","Restaurant/Cafe/Canteen","NE31 1LG","5","055","2016-08-17","South Tyneside"
"Daniela' s Fish & Chip Shop","Takeaway/sandwich shop","NE36 0SH","5","555","2016-03-02","South Tyneside"
"Dave Hodgson (butcher)","Mobile caterer","NE32 3LN","4","1055","2017-02-15","South Tyneside"
"David & Cindy's (General Dealer)","Retailers - other","NE34 9TQ","3","101010","2016-06-07","South Tyneside"
"Davinci Italian Restaurant","Restaurant/Cafe/Canteen","NE33 2JD","4","5510","2016-01-21","South Tyneside"
"De Giorgio Butchers","Retailers - other","SR6 7BX","5","500","2016-03-01","South Tyneside"
"De Giorgio Butchers","Retailers - other","SR6 7PG","5","555","2015-02-17","South Tyneside"
"Dean View Villas","Hospitals/Childcare/Caring Premises","NE33 5LW","Exempt","","2015-11-23","South Tyneside"
"Debenhams","Other catering premises","NE33 1LX","5","000","2016-02-22","South Tyneside"
"Delicious","Takeaway/sandwich shop","NE33 5DX","4","0100","2017-02-06","South Tyneside"
"Delicious City","Takeaway/sandwich shop","NE32 3HX","4","5510","2016-11-01","South Tyneside"
"Deneside Court","Hospitals/Childcare/Caring Premises","NE32 4PU","5","505","2016-02-18","South Tyneside"
"Dhaka Tandoori Take-away","Takeaway/sandwich shop","NE36 0QR","2","101510","2015-03-16","South Tyneside"
"Dhillons Off Licence And Convenience","Retailers - other","NE33 5HL","2","15510","2015-03-02","South Tyneside"
"Dicksons","Other catering premises","NE32 4BB","5","000","2015-12-03","South Tyneside"
"Dillons Fish Inn","Takeaway/sandwich shop","NE31 1LA","4","5105","2015-05-12","South Tyneside"
"Dilshad Tandoori","Restaurant/Cafe/Canteen","NE33 2JQ","5","","2016-05-09","South Tyneside"
"Discount Wine Centre","Retailers - other","NE33 4UH","3","10105","2016-09-16","South Tyneside"
"Dixy Chicken","Restaurant/Cafe/Canteen","NE33 2LR","4","1055","2016-04-11","South Tyneside"
"DLF Newsagents","Retailers - other","NE34 7AY","4","5510","2015-01-23","South Tyneside"
"Domino's Pizza","Takeaway/sandwich shop","NE34 7LZ","5","055","2017-04-19","South Tyneside"
"Domino's Pizza","Takeaway/sandwich shop","NE32 3LP","4","0100","2015-09-16","South Tyneside"
"Donatellos","Takeaway/sandwich shop","NE33 1NU","5","055","2016-03-01","South Tyneside"
"Donna's Ices","Other catering premises",NA,"5","555","2014-12-15","South Tyneside"
"Donohue Newsagents","Retailers - other","NE31 1LA","5","555","2016-02-08","South Tyneside"
"Dunes Adventure Island","Pub/bar/nightclub","NE33 2LD","3","10105","2017-01-19","South Tyneside"
"Dunn Street Primary School","School/college/university","NE32 3QH","5","550","2017-05-05","South Tyneside"
"Eagletons General Dealers","Retailers - other","NE34 7QP","5","505","2011-06-20","South Tyneside"
"Early Years Excellence Centre","Hospitals/Childcare/Caring Premises","NE31 1QY","5","005","2015-12-18","South Tyneside"
"East Boldon Chop Suey House","Takeaway/sandwich shop","NE36 0SF","4","1055","2017-03-09","South Tyneside"
"East Boldon County Jnr","School/college/university","NE36 0DL","5","005","2016-10-14","South Tyneside"
"East Boldon Infants School","School/college/university","NE36 0SW","5","500","2017-01-18","South Tyneside"
"East Boldon Methodist Church","Other catering premises","NE36 0RX","5","555","2015-09-04","South Tyneside"
"East Boldon Village Pharmacy","Retailers - other","NE36 0LJ","Exempt","","2015-02-05","South Tyneside"
"Eastern Eye Tandoori","Takeaway/sandwich shop","NE33 4AF","2","51510","2016-03-16","South Tyneside"
"Eastfield Stores","Retailers - other","NE32 3HX","4","5010","2014-10-26","South Tyneside"
"Eddies Premier Store","Retailers - other","NE32 4DU","4","1055","2016-02-24","South Tyneside"
"Edinburgh Road Pharmacy","Retailers - other","NE32 4BB","Exempt","","2017-01-19","South Tyneside"
"EJ Catering","Other catering premises","NE32 5LS","5","000","2016-06-08","South Tyneside"
"EJ's Cafe","Restaurant/Cafe/Canteen","NE33 2LR","5","555","2017-03-30","South Tyneside"
"Elli Deli","Takeaway/sandwich shop","NE33 1NT","5","555","2016-03-30","South Tyneside"
"Elliotts Fruit Shop","Retailers - other","NE31 2JT","5","050","2015-12-17","South Tyneside"
"Elmfield Social Club","Pub/bar/nightclub","NE31 2ED","4","1055","2015-09-10","South Tyneside"
"Elmswood Guest House","Hotel/bed & breakfast/guest house","NE33 2JJ","4","0510","2014-10-31","South Tyneside"
"Elmville Short Break Services","Hospitals/Childcare/Caring Premises","NE32 5NN","4","1005","2014-04-07","South Tyneside"
"Epinay Cafe","Restaurant/Cafe/Canteen","NE32 5UP","5","505","2016-10-17","South Tyneside"
"Epinay School","School/college/university","NE32 5UP","5","050","2017-05-09","South Tyneside"
"Fabulicious Catering","Restaurant/Cafe/Canteen","NE34 0JS","4","5105","2017-02-07","South Tyneside"
"Farmfoods","Retailers - supermarkets/hypermarkets","NE34 6AS","5","000","2016-03-10","South Tyneside"
"Farmfoods","Retailers - supermarkets/hypermarkets","NE31 1LE","5","050","2014-03-21","South Tyneside"
"Farnsworth","Retailers - other","NE31 1LF","3","51010","2015-08-17","South Tyneside"
"Farnsworth's Fruit & Veg","Retailers - other","NE32 3LN","4","5510","2016-02-03","South Tyneside"
"Fast Fry","Takeaway/sandwich shop","NE36 0HE","1","151020","2017-04-04","South Tyneside"
"Father J Walsh Day Centre","Other catering premises","NE31 1HE","5","050","2016-04-12","South Tyneside"
"Faulkner's Deli","Retailers - other","NE33 4TA","5","555","2015-09-14","South Tyneside"
"Fellgate Primary School","School/college/university","NE32 4XA","5","555","2015-04-01","South Tyneside"
"Finchale Road Post Office & Newsagen","Retailers - other","NE31 2JT","5","055","2016-02-25","South Tyneside"
"Fine Foods","Retailers - other","NE32 4LZ","3","51010","2015-08-27","South Tyneside"
"Florence Bar & Bistro","Pub/bar/nightclub","NE34 9AA","3","10510","2017-01-05","South Tyneside"
"Food Plus","Retailers - other","NE31 2BW","5","555","2017-02-10","South Tyneside"
"Food2Go","Takeaway/sandwich shop","NE32 3JY","5","555","2016-12-20","South Tyneside"
"Forest View Primary School","School/college/university","NE34 8RZ","5","000","2017-05-12","South Tyneside"
"Fountain Stores","Retailers - other","NE33 3PT","5","055","2016-05-23","South Tyneside"
"Frankie And Bennys","Restaurant/Cafe/Canteen","NE35 9PB","5","505","2015-10-08","South Tyneside"
"Frankies","Takeaway/sandwich shop","NE34 0JT","3","10105","2017-03-30","South Tyneside"
"Frankies Diner","Restaurant/Cafe/Canteen","NE33 2HT","5","555","2015-11-23","South Tyneside"
"Freemasons","Pub/bar/nightclub","NE33 2DQ","5","555","2015-05-07","South Tyneside"
"Fresh & Fruity","Retailers - other","NE33 2DR","4","1055","2011-03-11","South Tyneside"
"Fresh Fayre","Retailers - other","NE34 8HF","5","555","2015-03-16","South Tyneside"
"Fresh n Fruity","Retailers - other","NE33 1DA","5","555","2014-09-30","South Tyneside"
"Fruit 2 Juice","Mobile caterer","NE35 9EN","3","10510","2016-08-05","South Tyneside"
"Frydays","Restaurant/Cafe/Canteen","NE33 1BT","4","1055","2017-03-07","South Tyneside"
"G & D Bainbridge","Retailers - other","NE34 9SE","1","10520","2016-01-28","South Tyneside"
"G S & B Bowey","Retailers - other","NE34 7ST","5","505","2017-01-25","South Tyneside"
"G Stonehouse (General Dealer)","Retailers - other","NE32 5LU","1","10520","2016-08-15","South Tyneside"
"Gala Bingo","Pub/bar/nightclub","NE33 2LR","5","050","2015-09-09","South Tyneside"
"Gallons Corner Limited","Pub/bar/nightclub","NE34 9RY","4","1000","2011-10-15","South Tyneside"
"Garden Hill Care Home","Hospitals/Childcare/Caring Premises","NE33 3AN","5","500","2016-10-25","South Tyneside"
"Gateshead & S Tyneside Sight Service","Restaurant/Cafe/Canteen","NE33 4JP","5","555","2016-11-02","South Tyneside"
"George H Pickings","Manufacturers/packers","NE36 0SE","5","055","2016-11-10","South Tyneside"
"Ghiaccio","Restaurant/Cafe/Canteen","NE34 6AD","5","000","2017-02-14","South Tyneside"
"Gills Golden Fish And Chips","Takeaway/sandwich shop","NE34 7LZ","4","1055","2016-08-31","South Tyneside"
"Glitterball","Pub/bar/nightclub","NE33 2HN","4","0100","2016-05-09","South Tyneside"
"Gloria Pizzeria","Restaurant/Cafe/Canteen","NE32 4LZ","1","15520","2017-01-13","South Tyneside"
"Golden Bull Chippy","Takeaway/sandwich shop","NE32 3JY","3","101010","2015-09-30","South Tyneside"
"Golden Chippy","Takeaway/sandwich shop","NE35 9HZ","4","5105","2016-09-06","South Tyneside"
"GOLDEN HOUSE","Takeaway/sandwich shop","NE34 0AR","5","555","2016-02-29","South Tyneside"
"Gordon's Butchers & Fine Foods","Takeaway/sandwich shop","NE36 0LJ","4","5105","2017-01-10","South Tyneside"
"Grannys Kitchen","Takeaway/sandwich shop","NE33 4NA","5","555","2015-08-10","South Tyneside"
"Green Lane Fisheries","Takeaway/sandwich shop","NE34 0TE","5","000","2016-02-08","South Tyneside"
"Green Lane General Dealers","Retailers - other","NE34 0TE","4","10100","2016-07-06","South Tyneside"
"Green Lane News","Retailers - other",NA,"4","5510","2015-08-07","South Tyneside"
"Greens Butchers","Retailers - other","NE34 0AS","5","555","2017-02-27","South Tyneside"
"GREGGS","Restaurant/Cafe/Canteen","NE33 1DA","5","550","2016-07-04","South Tyneside"
"Greggs","Retailers - other","NE32 3HE","5","500","2015-03-31","South Tyneside"
"Greggs","Retailers - other","NE33 5EA","5","000","2011-06-16","South Tyneside"
"Greggs Of Gosforth Ltd","Retailers - other","NE33 1DP","5","000","2015-10-26","South Tyneside"
"Greggs Of Gosforth Ltd","Retailers - other","NE32 3LW","5","000","2015-12-02","South Tyneside"
"Greggs Of Gosforth Ltd","Retailers - other","NE34 7LZ","5","000","2015-07-17","South Tyneside"
"Greggs Of Gosforth Ltd","Retailers - other","NE31 1LF","5","550","2016-02-08","South Tyneside"
"Grill Bar@Haven Point","Retailers - other","NE33 2TJ","5","555","2015-04-13","South Tyneside"
"Grill n Chill","Restaurant/Cafe/Canteen","NE33 2JF","0","201520","2017-03-16","South Tyneside"
"Guilt Free Kitchen (Cafe)","Restaurant/Cafe/Canteen","NE31 1AB","4","5510","2017-02-02","South Tyneside"
"H P Singh General Dealers","Retailers - other","NE34 7RD","3","101010","2016-03-01","South Tyneside"
"H Robertson Off Licence","Retailers - other","NE33 4QX","4","0510","2015-02-04","South Tyneside"
"H S & K K Gill","Takeaway/sandwich shop","NE33 4BT","5","555","2016-01-13","South Tyneside"
"H Sharp","Retailers - other","NE33 5DY","3","10105","2016-03-02","South Tyneside"
"H2N Nutrition SportsSupplements Ltd.","Distributors/Transporters","NE33 4UD","5","555","2016-02-12","South Tyneside"
"Hadrian Primary School","School/college/university","NE33 2BB","5","555","2016-01-19","South Tyneside"
"Hanif Business Sols T/A Jumbo Jim","Restaurant/Cafe/Canteen","NE33 5AG","5","555","2016-11-22","South Tyneside"
"Hanover Care - Bramble Court","Hospitals/Childcare/Caring Premises","NE34 7JA","5","055","2016-01-08","South Tyneside"
"Happiness Chinese Take-away","Takeaway/sandwich shop","NE34 0AE","3","101010","2016-09-30","South Tyneside"
"Happy Days","Hospitals/Childcare/Caring Premises","NE32 4AU","5","505","2017-03-14","South Tyneside"
"Happy Organic","Restaurant/Cafe/Canteen","SR6 7PG","5","","2017-03-06","South Tyneside"
"Happy Tots Toddler + Parent Group","Hospitals/Childcare/Caring Premises","NE33 2RR","5","555","2014-11-07","South Tyneside"
"Harley's Bar","Pub/bar/nightclub","NE34 6QY","4","5010","2015-03-30","South Tyneside"
"Harmony House","Hospitals/Childcare/Caring Premises","NE31 1DJ","3","101010","2016-09-19","South Tyneside"
"Hartleyburn News","Retailers - other","NE31 2NJ","5","555","2014-10-23","South Tyneside"
"Harton & Westoe Miners Welfare Club","Pub/bar/nightclub","NE34 0NA","5","005","2012-07-03","South Tyneside"
"Harton Cafe BT","Restaurant/Cafe/Canteen","NE33 1SJ","4","01010","2017-01-27","South Tyneside"
"Harton Grange RHE","Hospitals/Childcare/Caring Premises","NE34 0LZ","5","050","2017-01-26","South Tyneside"
"Harton Methodist Church","Other catering premises","NE34 6AS","4","5510","2015-08-06","South Tyneside"
"Harton Primary School","School/college/university","NE34 6PF","5","000","2015-04-28","South Tyneside"
"Harton Technology College","School/college/university","NE34 6DL","5","050","2016-02-24","South Tyneside"
"Harton Village Kindergarten","Hospitals/Childcare/Caring Premises","NE34 6AS","4","5105","2016-11-22","South Tyneside"
"Haven Point","Restaurant/Cafe/Canteen","NE33 2JS","5","505","2015-06-24","South Tyneside"
"Hawthorn Court","Hospitals/Childcare/Caring Premises","NE31 1RH","5","","2017-02-02","South Tyneside"
"Healthy Snacks Delivery Service - Mo","Manufacturers/packers","NE34 9EN","5","500","2014-12-11","South Tyneside"
"Heathers Taylor Made Cakes","Other catering premises",NA,"5","555","2016-05-17","South Tyneside"
"Hebburn Comprehensive School","School/college/university","NE31 2QU","5","050","2016-02-29","South Tyneside"
"Hebburn Court Care Home - HC-One","Hospitals/Childcare/Caring Premises","NE31 2SE","5","055","2017-03-16","South Tyneside"
"Hebburn Iona Club Ltd","Pub/bar/nightclub","NE31 1PN","4","5510","2013-05-16","South Tyneside"
"Hebburn Lakes Primary School","School/college/university","NE31 2SL","5","555","2016-06-06","South Tyneside"
"Hebburn Legion Social Club","Pub/bar/nightclub","NE31 2QP","5","555","2014-10-21","South Tyneside"
"Hebburn Mini Mart","Retailers - other","NE31 1XQ","4","5105","2015-12-04","South Tyneside"
"Hebburn Protestant Conservative Club","Pub/bar/nightclub","NE31 1LB","5","505","2014-03-21","South Tyneside"
"Hebburn R A O B Social Club","Pub/bar/nightclub","NE31 1BZ","4","5105","2014-11-18","South Tyneside"
"Hebburn Sports & Social Club","Pub/bar/nightclub","NE31 1UN","4","5510","2012-06-11","South Tyneside"
"Hebburn Takeaway","Takeaway/sandwich shop","NE31 2LQ","3","101010","2017-03-23","South Tyneside"
"Hector Hall","Retailers - other","NE34 7LZ","4","0510","2015-12-04","South Tyneside"
"Hedworth Fruit Shop","Retailers - other","NE32 4LZ","3","51010","2016-11-24","South Tyneside"
"Hedworth Hall","Pub/bar/nightclub","NE33 4EA","4","5510","2017-03-16","South Tyneside"
"Hedworth Lane Primary School","School/college/university","NE35 9JB","5","050","2017-03-13","South Tyneside"
"Hedworth Post Office","Retailers - other",NA,"4","0510","2015-03-17","South Tyneside"
"Hedworthfield Community Association","Other catering premises","NE32 4QD","5","555","2016-03-31","South Tyneside"
"Hedworthfield Primary Nursery School","School/college/university","NE32 4QF","5","050","2017-03-06","South Tyneside"
"Hedworthfield Primary School","School/college/university","NE32 4QF","5","050","2017-03-06","South Tyneside"
